es	86963.920
le	78219.160
ai	76480.550
en	75182.850
de	68370.130
re	65142.230
ou	61494.960
nt	60883.990
on	54244.560
it	53615.010
an	46301.920
is	43764.180
ur	41287.490
la	41254.380
te	41192.320
er	40601.460
me	36131.820
se	35416.520
et	33678.010
il	33627.390
ne	33202.570
qu	30529.020
ie	30291.320
in	29254.250
eu	28850.460
ra	28411.370
pa	28184.240
co	27978.580
ns	27549.410
un	27537.620
ar	26574.730
ce	25319.340
us	25204.130
tr	25081.380
au	24968.070
ui	24864.550
ll	24189.390
oi	24040.890
ta	23298.930
ma	22987.980
ue	22620.800
sa	21103.460
ir	20734.560
ti	20340.440
ve	20065.520
ss	19665.570
ch	19641.250
as	19527.690
ut	19518.930
so	19453.760
ri	19375.370
el	18964.150
po	18751.090
em	18497.050
st	17786.430
av	17500.490
or	17231.240
ro	17200.330
nd	16873.440
va	16729.420
l'	16058.220
to	16038.410
pr	15428.560
om	15306.740
pe	15068.720
si	14908.780
mo	14223.950
da	13897.560
lu	13743.600
al	13700.450
vo	12963.380
je	12872.940
di	12860.270
ét	12582.330
rs	12510.050
d'	12437.450
su	12084.410
rt	12080.590
nc	12046.270
pl	11904.610
at	11883.940
no	11680.350
li	11655.070
vi	10894.170
fa	10892.490
ux	10779.130
ge	10665.620
he	10526.370
ré	10288.390
mm	10246.690
io	9900.790
na	9708.090
du	9570.030
mi	9223.030
dé	9058.590
tt	8962.860
té	8796.070
lo	8715.930
ha	8692.170
ée	8612.120
mp	8486.940
bl	8135.790
ac	8092.480
ca	8075.340
nn	7870.360
ec	7752.110
ul	7558.580
ag	7418.750
uv	7392.340
am	7363.140
ni	7266.490
rr	7173.850
rd	7112.380
tu	7055.020
ci	6932.230
ap	6929.730
èr	6814.860
fo	6748.710
ts	6710.910
os	6708.640
fi	6700.370
do	6640.950
bo	6459.680
és	6361.050
im	6303.300
n'	6085.750
éc	6071.480
s'	5929.730
ng	5748.040
ol	5723.080
cr	5623.340
br	5589.280
ab	5488.090
gr	5464.190
bi	5390.110
êt	5370.300
ei	5341.800
ho	5236.370
dr	5207.400
ev	5173.030
ga	5150.240
mb	5037.050
ig	5009.790
ba	4967.500
ér	4901.610
ic	4886.770
ot	4852.740
ea	4814.400
jo	4755.030
iv	4700.170
pi	4669.890
ua	4447.200
fe	4416.940
sé	4218.040
rm	4157.690
up	4156.580
ls	4128.730
né	4120.440
cu	4096.300
ép	4066.200
ez	4009.530
pu	4005.190
ff	3982.510
iè	3969.870
id	3967.620
uc	3950.190
lé	3923.560
rc	3918.990
pp	3917.620
nu	3912.360
ça	3907.460
gn	3768.830
be	3655.780
fr	3596.920
vr	3575.830
ru	3546.380
ct	3471.950
rè	3427.340
iq	3404.290
oc	3356.300
gu	3353.330
ès	3221.310
rn	3215.180
cl	3133.110
ex	3130.880
ad	3063.440
mé	3025.600
nf	2971.330
mê	2950.540
êm	2924.760
sp	2906.060
ia	2783.160
ep	2758.020
op	2747.630
ps	2653.590
sc	2641.780
hi	2613.000
um	2514.750
ud	2472.440
if	2389.280
pé	2353.440
gi	2248.800
ib	2229.560
ég	2143.620
ja	2138.170
mu	2098.990
où	2068.110
fl	2057.570
cc	2043.740
él	2025.200
oy	2022.840
rg	2000.830
hé	1963.040
ef	1953.930
fu	1935.510
nv	1925.760
ôt	1922.780
gé	1922.220
vé	1893.230
ob	1877.050
là	1875.340
ye	1872.210
ém	1853.810
go	1813.750
év	1776.890
sq	1772.450
én	1769.570
ix	1755.880
ds	1727.320
ya	1724.220
eg	1698.020
gl	1678.310
rv	1673.660
lq	1632.760
ub	1613.520
rê	1569.670
ié	1535.270
aî	1483.640
rl	1480.760
ph	1480.110
uf	1466.420
aq	1460.780
pt	1453.270
ué	1434.570
ju	1405.240
uj	1381.920
mè	1381.630
af	1369.960
t-	1364.090
cé	1351.010
éd	1329.420
nq	1304.340
ug	1302.450
ay	1300.660
bu	1295.390
oe	1266.260
hu	1247.500
uo	1219.320
ît	1207.850
pè	1185.240
éf	1185.220
rp	1147.600
nç	1124.450
lè	1120.180
od	1085.840
rq	1083.500
ed	1050.560
og	1038.310
of	1037.160
rb	1026.170
fé	1005.650
tê	987.010
ût	961.680
vu	936.050
ip	936.010
ât	933.940
éj	919.350
tô	911.520
éb	885.740
gt	877.880
th	866.500
e-	843.390
xp	841.770
bs	839.010
ço	825.910
bé	819.280
lt	808.280
 q	805.470
t'	781.090
-m	780.960
oq	772.440
-c	771.980
ys	754.180
èc	744.220
éa	742.990
rf	733.170
èt	722.540
cô	717.780
xi	710.830
-ê	708.100
jà	707.570
èv	698.460
i-	683.350
e 	665.070
-d	663.360
în	584.200
ah	579.640
rç	575.270
cs	548.090
èm	546.030
ûr	540.020
xe	535.650
aç	527.450
âc	523.710
sû	504.380
xa	462.920
sm	459.680
oû	455.830
dè	454.080
xt	435.590
'u	432.100
tè	428.320
aj	421.800
xc	414.370
rô	393.180
ze	390.400
èg	388.670
cè	382.400
yé	380.770
'a	379.610
fs	378.340
ov	377.420
èn	364.180
ôl	363.700
hè	361.620
s-	347.360
lm	344.140
eh	342.260
pê	342.240
éq	341.270
lg	337.880
nê	336.170
ty	335.620
eb	332.460
gè	332.240
u-	327.150
à-	325.800
êv	321.440
êc	320.630
uy	319.820
nr	308.760
yp	304.770
sy	302.050
iz	300.650
uq	291.580
d-	286.040
çu	282.280
râ	281.590
-p	279.000
lh	278.910
hr	278.740
yo	272.720
dm	272.330
dû	263.650
sè	262.920
hô	261.530
âg	253.990
âm	250.980
vê	249.750
eû	246.720
oh	245.940
hâ	244.200
nh	242.920
bê	242.420
éu	239.300
lâ	237.810
-b	236.230
nz	235.750
eo	233.880
lc	231.450
za	227.320
êl	223.210
pâ	221.630
mn	218.510
nl	217.850
bâ	216.900
èl	212.490
éo	211.170
-l	207.750
nj	206.270
hy	204.960
eç	203.180
ym	203.110
x-	202.580
ej	199.690
fû	197.440
ao	196.350
sf	194.870
rû	192.890
nè	190.860
ûl	187.180
zo	187.060
oî	186.390
ki	185.820
âl	185.210
yc	184.940
ly	182.390
aï	180.160
-v	179.060
bj	177.480
my	176.800
uè	176.370
eq	171.120
gs	168.760
ld	167.310
az	167.100
-s	163.830
tâ	161.780
ên	160.760
'h	158.590
s 	158.490
zi	154.060
dî	152.870
xé	150.030
r-	144.700
ms	143.730
-h	140.370
yl	140.320
lp	139.500
èd	132.560
ax	132.050
u'	131.770
ôm	130.780
oj	129.720
îc	126.880
-f	126.730
gê	126.480
uh	126.440
oo	125.570
ck	124.130
bt	123.260
cy	123.030
îl	120.480
fê	119.080
sh	117.480
éh	113.390
tc	111.700
 d	109.110
ân	108.650
yr	106.770
uz	106.130
yt	105.420
ox	102.840
-t	102.770
vè	101.440
éi	100.930
cq	99.050
ry	98.260
mâ	97.470
gâ	96.900
èb	95.430
-à	95.240
oï	90.070
lv	89.090
gm	88.440
n-	85.730
yn	83.350
éâ	80.080
uê	79.600
îm	78.890
ke	78.580
mt	77.790
a 	76.500
 p	76.280
z-	74.210
fè	73.810
mô	73.530
èq	71.390
n 	70.940
hm	70.300
xu	69.700
-g	69.220
oè	69.140
pç	68.660
t 	68.430
gg	67.740
ka	66.760
rh	65.800
xq	65.740
iu	64.780
'e	64.290
lb	63.340
ey	61.280
ft	60.840
xo	60.450
sl	59.830
ny	59.640
wa	59.280
zé	58.010
à 	57.060
-e	56.210
aé	55.800
ïs	55.740
sk	55.600
ôp	55.150
-n	55.070
dj	54.210
bb	54.110
ïe	52.710
c'	52.030
ee	50.970
sâ	50.170
nô	48.250
-a	47.960
ij	47.640
hn	46.710
-o	46.520
fâ	45.900
lf	45.300
ôn	44.790
pû	44.320
bè	43.890
dv	43.460
bî	42.450
xh	42.270
tm	41.990
-r	41.250
âi	40.780
py	40.650
oé	40.460
nâ	39.740
by	39.440
gy	39.380
lô	39.270
-u	38.750
pô	38.330
ak	38.320
o-	38.160
bû	38.130
ow	38.080
zz	38.050
ûm	36.810
hê	36.640
ûc	36.240
éz	35.510
oa	35.370
ïq	34.360
mû	33.890
dy	33.770
pn	33.540
yg	33.060
-q	32.460
ky	32.150
-j	31.840
dd	31.790
nm	31.360
uï	30.950
éé	30.740
c-	30.440
âp	30.220
we	29.830
nx	29.730
wh	29.340
éç	28.720
ks	28.100
rz	27.720
 m	26.650
vî	26.630
ht	26.580
ïv	26.350
 e	26.170
êq	25.890
ok	25.820
ïn	25.540
sb	25.200
nk	24.970
uë	24.950
çà	24.120
wi	23.800
vâ	23.370
ïd	23.190
uâ	23.020
ôd	22.860
rî	22.610
lk	22.520
r 	22.450
a-	22.440
'o	22.440
l-	22.280
dâ	22.250
cê	22.230
lû	22.200
kh	21.950
êp	21.870
 l	21.590
g-	21.580
ew	21.490
dh	21.430
zu	21.320
eâ	21.320
tl	21.140
yè	20.870
oê	20.480
hl	20.300
ik	20.170
fî	20.080
k-	20.040
rk	19.950
bd	19.870
ké	19.420
nb	19.390
kl	19.170
vô	19.060
gh	18.580
 à	17.840
yj	17.570
lê	17.510
sn	17.250
dw	17.040
dg	16.940
ln	16.630
 t	16.100
zè	15.880
âs	15.710
tî	15.710
ïf	15.330
f-	15.290
ek	15.150
uk	15.070
yi	14.830
sg	14.820
bm	14.760
yd	14.340
cd	14.270
câ	14.170
hs	13.930
xy	13.390
âb	12.930
iâ	12.770
ko	12.740
gî	12.670
zl	12.170
wn	11.310
aw	11.040
'i	11.020
qû	11.010
tz	11.000
ït	10.360
mî	10.230
kt	9.940
ïr	9.890
jé	9.540
tb	9.450
ïa	9.410
yu	9.270
rx	9.270
é-	9.120
uç	9.040
uî	8.740
 c	8.360
oë	8.320
dk	8.310
oz	8.110
w-	7.920
gz	7.920
yx	7.870
ïo	7.840
-é	7.740
çâ	7.700
sç	7.650
mw	7.630
eô	7.350
èz	7.320
 a	7.240
sv	7.190
sd	7.100
x 	7.040
ml	6.760
ël	6.690
tw	6.650
bv	6.510
y-	6.480
èp	6.430
o 	6.160
ës	6.150
ûn	5.910
bn	5.830
p-	5.640
èf	5.540
ae	5.520
m-	5.150
bc	5.140
dô	5.140
ji	5.090
nî	5.040
yz	5.020
rj	4.900
nû	4.870
xs	4.680
ôv	4.590
üh	4.590
fü	4.590
sj	4.560
sî	4.560
ih	4.440
gb	4.400
zy	4.370
 g	4.290
 o	4.200
ii	4.190
vl	4.130
âq	4.120
hk	4.060
ïc	4.060
-i	4.010
 j	3.990
ws	3.860
 b	3.860
yâ	3.830
çû	3.720
sw	3.670
yb	3.600
kr	3.560
qs	3.450
 r	3.200
 f	3.130
sr	3.120
 v	3.050
r'	2.930
u 	2.780
lz	2.730
ku	2.730
h-	2.710
cz	2.460
-y	2.450
np	2.440
ék	2.300
xè	2.300
jô	2.250
wo	2.250
m 	2.240
hp	2.230
 n	2.190
tn	2.130
ïk	2.110
âf	2.110
g 	2.100
pî	2.100
wl	2.100
 s	2.060
dn	1.970
iç	1.900
c 	1.900
kp	1.890
d 	1.840
lî	1.770
cm	1.760
p'	1.760
-k	1.700
km	1.640
bh	1.640
eî	1.630
 i	1.570
's	1.560
'î	1.490
aü	1.490
üm	1.490
ôs	1.430
wé	1.310
yw	1.290
âv	1.290
gd	1.230
-w	1.230
y 	1.230
aè	1.230
h 	1.230
 h	1.220
kf	1.220
ï-	1.210
ïu	1.150
pk	1.150
tg	1.090
i 	1.090
cû	1.090
pf	1.030
cn	1.020
l 	1.020
md	1.020
ïg	1.020
-â	0.940
fg	0.900
yq	0.890
lw	0.880
tà	0.880
kn	0.820
zs	0.820
zt	0.810
hw	0.810
'é	0.750
c.	0.740
kc	0.680
wb	0.680
ïl	0.680
zn	0.680
ïm	0.680
fj	0.680
uu	0.610
öm	0.610
rö	0.610
tû	0.610
yv	0.560
dz	0.550
aa	0.550
tp	0.550
xf	0.490
hî	0.490
 k	0.480
'â	0.480
bô	0.470
yf	0.420
-z	0.410
tj	0.410
b 	0.410
dc	0.410
hb	0.410
kè	0.400
h'	0.350
ïb	0.350
dl	0.350
pc	0.340
éè	0.340
p.	0.340
éy	0.340
cf	0.280
vn	0.280
éw	0.280
gw	0.280
m'	0.280
't	0.280
'à	0.270
mk	0.270
lx	0.270
wk	0.270
kk	0.270
tf	0.270
xâ	0.210
wu	0.210
b-	0.210
zm	0.210
xd	0.210
jk	0.210
êk	0.200
kv	0.200
ïz	0.200
hû	0.140
zb	0.140
k'	0.140
f 	0.140
'n	0.140
mv	0.140
iô	0.140
cî	0.140
'r	0.140
l.	0.140
cb	0.140
jè	0.140
bg	0.140
 é	0.140
zd	0.140
'c	0.140
o'	0.140
iw	0.140
hc	0.140
q-	0.140
-ç	0.070
dt	0.070
pü	0.070
ïè	0.070
wr	0.070
bk	0.070
vy	0.070
zg	0.070
db	0.070
vz	0.070
ën	0.070
vp	0.070
p 	0.070
fh	0.070
ôg	0.070
vk	0.070
ük	0.070
wè	0.070
hz	0.070
kb	0.070
kg	0.070
 w	0.070
w 	0.070
mr	0.070
yk	0.070
éî	0.070
mz	0.070
'z	0.070
çr	0.070
dê	0.070
hg	0.070
mq	0.070
vs	0.070
fk	0.070
iù	0.070
tv	0.070
ët	0.070
ââ	0.070
pd	0.000
oñ	0.000
pg	0.000
ña	0.000
ï 	0.000
îs	0.000
gf	0.000
 u	0.000
fy	0.000
gk	0.000
zc	0.000
.m	0.000
m.	0.000
zk	0.000
td	0.000
kd	0.000
e.	0.000
mh	0.000
.e	0.000
i.	0.000
'b	0.000
eñ	0.000
yh	0.000
zp	0.000
k 	0.000
añ	0.000
dp	0.000
ön	0.000
ño	0.000
mf	0.000
tã	0.000
ão	0.000
-'	0.000
